,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,languages,genre,ccu,tags
734,14819318,Rome: Total War - Collection,"Monolith Productions, Inc., Timegate",Warner Bros. Interactive Entertainment,,9066,4164,0,"1,000,000 .. 2,000,000",0,0,0,0,250,315,0,"English, German, French, Italian, Spanish - Spain, Russian, Polish, Portuguese - Brazil",Action,0,"{'Action': 247, 'Sci-fi': 159, 'Third Person': 150, 'Multiplayer': 148, 'Classic': 133, 'Singleplayer': 125, 'Swordplay': 121, 'Character Customization': 118, 'Moddable': 118, 'FPS': 111, 'Adventure': 107, 'Shooter': 103, 'First-Person': 76, 'RPG': 75, 'Third-Person Shooter': 60, 'Great Soundtrack': 53, 'Hack and Slash': 47, 'Fighting': 41, 'Female Protagonist': 36, 'Story Rich': 20}"
735,6371262,Jurassic World Evolution,Ninja Theory,Electronic Arts,,28262,12047,0,"1,000,000 .. 2,000,000",0,0,0,0,90,205,90,"English, French, Italian, German, Danish, Finnish, Japanese, Korean, Norwegian, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Traditional Chinese, Turkish, Polish","Action, Free to Play",799,"{'Free to Play': 863, 'Card Game': 585, 'Anime': 472, 'Strategy': 471, 'Multiplayer': 430, 'Trading Card Game': 301, 'Singleplayer': 169, 'Turn-Based': 128, 'Competitive': 116, 'Casual': 96, 'RPG': 81, 'Memes': 72, 'Online Co-Op': 63, 'Great Soundtrack': 60, 'Action': 53, 'Adventure': 42, 'Simulation': 36, 'Massively Multiplayer': 29, 'Psychological Horror': 26, 'MMORPG': 21}"
736,14316753,The Elder Scrolls V: Skyrim Special Edition,Piranha Games Inc.,Xbox Game Studios,,27700,3926,0,"5,000,000 .. 10,000,000",0,0,0,0,482,715,0,"English, French, German, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Italian, Spanish - Spain, Portuguese - Portugal, Spanish - Latin America, Traditional Chinese, Korean",Racing,0,"{'Real Time Tactics': 5693, 'RTS': 5636, 'Multiplayer': 5617, 'Co-op': 5608, 'Card Battler': 4441, 'Free to Play': 4334, 'Strategy RPG': 4317, 'Card Game': 4313, 'PvP': 4308, 'Strategy': 4306, 'Deckbuilding': 4290, 'PvE': 4289, 'Tactical': 4287, 'Competitive': 4284, 'Online Co-Op': 4282, 'Singleplayer': 4276, 'Turn-Based Tactics': 4275, 'Mouse only': 4272, 'Tower Defense': 4265, 'Stylized': 4259}"
737,8106491,Chivalry: Medieval Warfare,Bethesda Game Studios,SEGA,,120803,7609,0,"2,000,000 .. 5,000,000",0,0,0,0,1359,3185,78,"English, French, Italian, German, Spanish - Spain, Arabic, Polish, Portuguese - Brazil, Russian, Japanese","Action, Adventure",501,"{'Violent': 1664, 'Open World': 1618, 'Dark Humor': 1605, 'First-Person': 1603, 'Mature': 1589, 'Comedy': 1570, 'Funny': 1563, 'Sandbox': 1528, 'Moddable': 1497, 'Third Person': 1493, 'Gore': 1211, 'FPS': 1092, 'Action': 992, 'Dark Comedy': 837, 'Multiplayer': 795, 'Shooter': 794, 'Singleplayer': 791, 'Classic': 784, 'Adventure': 748, 'Satire': 544}"
738,3383119,Back 4 Blood,Freakinware Studios,Giant Army,,23173,7096,0,"1,000,000 .. 2,000,000",0,0,0,0,9,3,0,"English, French, Italian, Spanish - Spain, Russian, Japanese, Polish, Portuguese - Brazil, Traditional Chinese, Simplified Chinese","Indie, Simulation, Strategy",13250,"{'Free to Play': 286, 'FPS': 163, 'Action': 157, 'Shooter': 145, 'Massively Multiplayer': 137, 'Multiplayer': 136, 'Battle Royale': 122, 'Controller': 94, 'First-Person': 68, 'Singleplayer': 66, 'Co-op': 52, 'Online Co-Op': 48, 'Adventure': 34, 'Zombies': 25, 'Violent': 10, 'Gore': 9, 'Story Rich': 8, 'Sexual Content': 7}"
739,8321714,Loop Hero,"Ubisoft Montreal, Red Storm, Ubisoft Shanghai, Ubisoft Toronto, Ubisoft Kiev",Fulqrum Publishing,,67758,17032,0,"2,000,000 .. 5,000,000",0,0,0,0,1,0,0,"Japanese, Simplified Chinese, English, Traditional Chinese, Korean","Adventure, RPG, Strategy, Early Access",7786,"{'Open World': 754, 'Zombies': 598, 'Singleplayer': 556, 'Survival': 542, 'Post-apocalyptic': 540, 'Multiplayer': 451, 'Action': 378, 'Action-Adventure': 338, 'Third Person': 309, 'Open World Survival Craft': 297, 'Story Rich': 289, 'Adventure': 287, 'Horror': 269, 'Crafting': 251, 'Motorbike': 245, 'Survival Horror': 238, 'Third-Person Shooter': 226, 'Violent': 197, 'Gore': 187, 'Cinematic': 177}"
740,8616775,Dead Cells,Rebuilt Games,Electronic Arts,,94835,41105,0,"1,000,000 .. 2,000,000",0,0,0,0,2,0,0,"English, Korean, Spanish - Latin America, Portuguese - Brazil, French, Italian, German, Spanish - Spain, Russian, Simplified Chinese, Vietnamese, Traditional Chinese, Turkish, Portuguese - Portugal, Japanese, Thai, Polish, Hungarian",Action,5641,"{'Free to Play': 422, 'Anime': 237, 'MMORPG': 215, 'Massively Multiplayer': 211, 'Adventure': 209, 'RPG': 191, 'Action': 149, 'Open World': 145, 'Casual': 129, 'Multiplayer': 126, 'Fantasy': 88, 'Action-Adventure': 86, 'Co-op': 85, 'Action RPG': 79, 'Arcade': 48, 'Online Co-Op': 30, 'Creature Collector': 26, 'Singleplayer': 21, 'Survival': 17, 'FPS': 11}"
741,12737969,Rise of the Tomb Raider,Hopoo Games,Beamdog,,74457,1910,0,"2,000,000 .. 5,000,000",0,0,0,0,1539,2301,0,"English, French, Italian, German, Spanish - Spain, Russian, Simplified Chinese, Portuguese - Brazil, Traditional Chinese","Adventure, Indie",3518,"{'Free to Play': 504, 'MMORPG': 397, 'Massively Multiplayer': 305, 'Action': 204, 'Open World': 180, 'PvP': 177, 'Multiplayer': 174, 'Adventure': 169, 'RPG': 155, 'Action-Adventure': 130, 'War': 119, 'Strategy': 108, 'Survival': 100, 'Action RPG': 89, 'Character Customization': 67, 'Casual': 60, 'Fantasy': 44, 'Anime': 36, 'Horror': 31, 'MOBA': 22}"
742,5885264,Tom Clancy’s The Division,Re-Logic,Warner Bros. Interactive Entertainment,,156174,18522,0,"5,000,000 .. 10,000,000",0,0,0,0,157,131,0,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish","Action, Indie, RPG, Simulation, Strategy",3323,"{'Action': 414, 'Looter Shooter': 355, 'Gore': 339, 'FPS': 333, 'Co-op': 319, 'Multiplayer': 282, 'Ninja': 278, 'Swordplay': 254, 'Hack and Slash': 253, 'Shooter': 251, 'First-Person': 223, 'Comedy': 217, 'Open World': 193, 'Demons': 179, 'Funny': 162, 'Loot': 161, 'Singleplayer': 157, 'Adventure': 152, 'Parkour': 107, 'Memes': 101}"
743,14870773,Warhammer: End Times - Vermintide,Beam Team Games,Rockstar Games,,4527,1212,0,"1,000,000 .. 2,000,000",0,0,0,0,279,154,0,"English, French, German, Italian, Russian, Korean, Spanish - Spain, Polish, Portuguese - Brazil, Turkish, Simplified Chinese, Ukrainian, Japanese",Action,1076,"{'Horror': 315, 'Villain Protagonist': 298, 'Top-Down Shooter': 297, 'Twin Stick Shooter': 295, 'Psychological Horror': 285, 'Shooter': 284, 'Difficult': 283, 'Isometric': 279, 'Dark Humor': 272, 'Top-Down': 263, 'Dark Comedy': 261, 'Surreal': 252, 'Action': 247, 'Linear': 239, 'Psychological': 235, 'Hand-drawn': 233, 'Atmospheric': 232, ""1990's"": 227, 'Level Editor': 224, 'Comedy': 221}"
744,10478669,Don't Starve,Runic Games,Electronic Arts,,7868,5160,0,"1,000,000 .. 2,000,000",0,0,0,0,157,179,0,"English, French, Italian, Portuguese - Portugal, German, Spanish - Spain, Japanese, Korean, Traditional Chinese",Strategy,277,"{'Free to Play': 3175, 'Third-Person Shooter': 1815, 'Action': 1795, 'Gore': 1561, 'Multiplayer': 1481, 'Gun Customization': 1405, 'Shooter': 1086, 'Funny': 1026, 'Fast-Paced': 957, 'Indie': 570, 'Comedy': 561, 'Mature': 543, 'Character Customization': 493, 'Third Person': 345, 'Blood': 266, 'Cartoony': 236, 'Massively Multiplayer': 232, 'Co-op': 226, 'Crafting': 191, 'Arena Shooter': 182}"
745,10532842,APB Reloaded,SCS Software,CD PROJEKT RED,,11600,3901,0,"2,000,000 .. 5,000,000",0,0,0,0,578,686,0,English,Action,745,"{'Action': 1278, 'FPS': 962, 'Multiplayer': 848, 'Shooter': 695, 'First-Person': 528, 'Singleplayer': 483, 'War': 477, 'Military': 401, 'Online Co-Op': 396, 'Co-op': 331, 'Casual': 212, 'Story Rich': 201, 'Controller': 192, 'Survival': 178, 'Linear': 132, 'Adventure': 128, 'Zombies': 65, 'Point & Click': 38, 'Dog': 38, 'Massively Multiplayer': 32}"
746,9674411,Minimalism,Frozenbyte,Activision,,27674,7967,0,"1,000,000 .. 2,000,000",0,0,0,0,114,182,0,"English, French, German, Spanish - Spain, Portuguese - Brazil, Polish, Russian, Portuguese - Portugal, Spanish - Latin America, Korean, Simplified Chinese, Italian, Japanese, Traditional Chinese, Indonesian","Action, Free to Play",236,"{'Hunting': 1284, 'Open World': 1062, 'Multiplayer': 988, 'Simulation': 728, 'First-Person': 721, 'Shooter': 672, 'Survival': 622, 'Realistic': 597, 'Co-op': 564, 'Adventure': 515, 'FPS': 480, 'Action': 408, 'Singleplayer': 394, 'Walking Simulator': 330, 'Online Co-Op': 323, 'Atmospheric': 305, 'Sports': 252, 'Combat': 194, 'Strategy': 185, 'Gore': 149}"
747,16481796,Age of Empires III (2007),"id Software, Nightdive Studios, MachineGames",Ubisoft,,113571,4029,0,"2,000,000 .. 5,000,000",0,0,0,0,1340,2589,0,"English, French, German, Italian, Spanish - Spain",Action,23883,"{'FPS': 431, 'Action': 370, 'Gore': 352, 'Shooter': 235, 'Dark': 235, 'Singleplayer': 218, 'Co-op': 201, 'Horror': 198, 'First-Person': 167, 'Violent': 141, 'Multiplayer': 134, 'Atmospheric': 129, 'Story Rich': 122, 'Supernatural': 116, 'Comic Book': 106, 'Short': 94, 'Multiple Endings': 79, 'Adventure': 77, 'Nudity': 67, 'Funny': 39}"
748,15627420,Knights and Merchants,"FromSoftware, Inc",Team17,,19079,3814,0,"1,000,000 .. 2,000,000",0,0,0,0,143,324,0,"English, Danish, Dutch, French, German, Italian, Polish, Russian, Spanish - Spain",Strategy,44,"{'Simulation': 3628, 'Funny': 2739, 'Comedy': 2299, 'Open World': 2151, 'Sandbox': 1891, 'Physics': 1810, 'Destruction': 1485, 'Casual': 1449, 'Indie': 1443, 'Action': 1150, 'Memes': 1010, 'Singleplayer': 992, 'Third Person': 677, 'Co-op': 519, 'Local Multiplayer': 474, 'Dark Humor': 462, '3D': 459, 'Cute': 450, 'Exploration': 449, 'Arcade': 443}"
749,12789497,Crysis Warhead,Firaxis Games,Ubisoft,,846,1346,0,"1,000,000 .. 2,000,000",0,0,0,0,331,1461,90,"English, German, French, Italian, Korean, Spanish - Spain, Simplified Chinese, Russian, Japanese, Dutch, Portuguese - Brazil",Action,11,"{'Action-Adventure': 1890, 'Parkour': 1854, 'First-Person': 1321, 'Exploration': 1312, '3D Platformer': 1181, 'Female Protagonist': 1148, 'Singleplayer': 1126, 'Platformer': 1115, 'Puzzle': 1110, 'Cyberpunk': 1105, 'Action': 1098, 'Colorful': 750, 'Dystopian ': 747, 'Stylized': 746, 'Atmospheric': 739, 'Sci-fi': 736, 'Futuristic': 721, 'Adventure': 721, 'Great Soundtrack': 717, 'Time Attack': 708}"
750,2366581,Dragon's Dogma: Dark Arisen,2K Czech,S2 Games,,311102,17043,0,"2,000,000 .. 5,000,000",0,0,0,0,330,564,0,"English, French, Italian, German, Spanish - Spain, Czech, Japanese, Korean, Polish, Russian, Traditional Chinese",Free to Play,18071,"{'Building': 382, 'Simulation': 304, 'Physics': 301, 'Puzzle': 285, 'Singleplayer': 205, 'Sandbox': 184, 'Difficult': 174, 'Indie': 170, 'Funny': 164, 'Level Editor': 161, 'Family Friendly': 160, 'Great Soundtrack': 159, 'Education': 158, 'Crafting': 149, 'Cartoon': 149, 'Colorful': 146, 'Cute': 145, 'Stylized': 140, 'Strategy': 139, 'Choices Matter': 134}"
751,5045261,Resident Evil 4 (2005),The Farm 51,Tuxedo Labs,,109730,49362,0,"2,000,000 .. 5,000,000",0,0,0,0,5,3,0,English,"Action, Adventure, Indie, RPG",15527,"{'Action Roguelike': 1630, 'Rogue-like': 1600, 'Indie': 1212, 'Platformer': 1104, 'Action': 1027, 'Pixel Graphics': 1003, 'Great Soundtrack': 846, 'Online Co-Op': 813, 'Difficult': 761, 'Perma Death': 648, 'Co-op': 641, '2D': 631, 'Local Co-Op': 577, 'Rogue-lite': 548, 'Multiplayer': 445, 'RPG': 370, 'Singleplayer': 366, 'Addictive': 358, 'Replay Value': 277, 'Survival': 232}"
752,10565794,Elite Dangerous,"Double Eleven, Introversion Software",Ubisoft,,276911,34060,0,"2,000,000 .. 5,000,000",0,0,0,0,141,563,90,"English, French, Italian, German, Spanish - Spain, Japanese, Portuguese - Brazil, Russian, Korean, Simplified Chinese, Traditional Chinese","Adventure, Casual, Indie",7024,"{'Space Sim': 1477, 'Space': 1437, 'Open World': 1252, 'Exploration': 1063, 'Sci-fi': 1040, 'Simulation': 939, 'Massively Multiplayer': 922, 'Multiplayer': 754, 'VR': 572, 'First-Person': 570, 'Action': 554, 'Adventure': 538, 'Sandbox': 525, 'Online Co-Op': 464, 'Singleplayer': 439, 'Trading': 429, 'RPG': 400, 'Difficult': 309, 'Strategy': 302, 'TrackIR': 185}"
753,11681142,Back to Bed,Freakinware Studios,Studio Wildcard,,8178,934,0,"1,000,000 .. 2,000,000",0,0,0,0,114,134,0,"English, Bulgarian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hungarian, Italian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Romanian, Russian, Simplified Chinese, Spanish - Spain, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Spanish - Latin America, Vietnamese","Casual, Indie, Animation & Modeling, Design & Illustration, Photo Editing, Utilities",10,"{'Free to Play': 3831, 'Open World': 2679, 'Multiplayer': 2287, 'MMORPG': 2054, 'Adventure': 2020, 'Massively Multiplayer': 1789, 'Building': 1577, 'Sandbox': 1482, 'RPG': 1401, 'Pixel Graphics': 1401, 'Action': 1299, 'Crafting': 1168, 'Third Person': 1082, 'Co-op': 1082, 'Exploration': 1037, 'Dungeon Crawler': 912, 'Voxel': 799, 'Casual': 675, 'Funny': 657, 'FPS': 482}"
754,12724093,Garry's Mod,DICE,"LucasArts, Lucasfilm, Disney",,6280,845,0,"1,000,000 .. 2,000,000",0,0,0,0,370,618,0,"English, French, German, Italian, Spanish - Spain","Action, Adventure",1,"{'Sandbox': 17987, 'Multiplayer': 13974, 'Funny': 12492, 'Moddable': 10105, 'Building': 9837, 'Mod': 8557, 'Comedy': 8475, 'Co-op': 8312, 'First-Person': 8107, 'Physics': 7088, 'Simulation': 6789, 'Online Co-Op': 6586, 'FPS': 6267, 'Singleplayer': 6214, 'Action': 5624, 'Animation & Modeling': 5475, 'Shooter': 5468, 'Indie': 5057, 'Massively Multiplayer': 4764, 'Adventure': 4758}"
755,3215364,PC Building Simulator,"Petroglyph, Lemon Sky Studios",NIJICO,,123535,5422,0,"2,000,000 .. 5,000,000",0,0,0,0,1881,3362,0,"English, Japanese","Adventure, Casual, Free to Play, RPG, Simulation",19069,"{'Strategy': 534, 'Historical': 412, 'War': 376, 'Grand Strategy': 348, 'Turn-Based Strategy': 306, 'Turn-Based': 220, 'Political Sim': 217, 'Simulation': 210, 'Sandbox': 192, 'Singleplayer': 185, 'World War II': 181, 'Political': 173, 'Multiplayer': 164, 'Diplomacy': 163, 'Politics': 153, 'Alternate History': 141, 'World War I': 127, 'Indie': 114, 'Casual': 80, 'Open World': 78}"
756,15621865,Squad,Fishing Planet LLC,11 bit studios,,90838,17187,0,"2,000,000 .. 5,000,000",0,0,0,0,3,4,76,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese","Casual, Free to Play, Indie",415,"{'Military': 1844, 'Realistic': 1668, 'FPS': 1609, 'Multiplayer': 1472, 'Team-Based': 1438, 'Tactical': 1425, 'Shooter': 1413, 'War': 1144, 'First-Person': 853, 'Action': 834, 'Massively Multiplayer': 792, 'Strategy': 773, 'Modern': 768, 'Base-Building': 739, 'Simulation': 733, 'Wargame': 702, 'Open World': 680, 'Immersive Sim': 668, 'Atmospheric': 663, 'PvP': 617}"
757,9170349,The Henry Stickmin Collection,Visual Concepts,Newnight,,137887,8388,0,"1,000,000 .. 2,000,000",0,0,0,0,19,9,0,"English, German, Russian, Ukrainian, French, Italian, Spanish - Spain, Arabic, Simplified Chinese, Korean, Polish, Portuguese - Portugal, Turkish, Japanese","Action, Adventure, Free to Play, Indie, Massively Multiplayer, Early Access",74002,"{'Free to Play': 1013, 'Survival': 838, 'Multiplayer': 753, 'Open World': 675, 'Online Co-Op': 408, 'Co-op': 352, 'Massively Multiplayer': 317, 'Zombies': 290, 'Horror': 287, 'Post-apocalyptic': 258, 'Action': 242, 'RPG': 205, 'FPS': 194, 'Singleplayer': 156, 'MMORPG': 155, 'PvP': 141, 'Early Access': 131, 'Atmospheric': 128, 'Violent': 123, 'Indie': 113}"
758,4122721,Block N Load,The Sims Studio,"JumpStart Games, Inc.",,16436,1025,0,"2,000,000 .. 5,000,000",0,0,0,0,1768,3346,0,"English, French, Italian, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russian","Action, Adventure",1,"{'Open World': 2302, 'Parkour': 2063, 'Assassin': 2034, 'Stealth': 1858, 'Co-op': 1846, 'Historical': 1840, 'Action': 1724, 'Adventure': 1473, 'Multiplayer': 1233, 'Third Person': 1168, 'Online Co-Op': 953, 'Atmospheric': 874, 'Singleplayer': 874, 'Story Rich': 832, 'Great Soundtrack': 554, 'RPG': 429, 'Action RPG': 392, 'Tactical': 293, 'Simulation': 170, 'Early Access': 33}"
759,7918816,MultiVersus,343 Industries,Studio Wildcard,,1883,3798,0,"1,000,000 .. 2,000,000",0,0,0,0,99,199,87,"English, Korean, Japanese, Simplified Chinese, German, Spanish - Spain, Traditional Chinese, French, Portuguese - Brazil",RPG,0,"{'Superhero': 446, 'Open World': 418, 'Action': 401, 'Singleplayer': 378, 'Story Rich': 319, 'Adventure': 312, 'Combat': 276, 'Action-Adventure': 257, 'Third Person': 250, 'Parkour': 213, 'Comic Book': 211, 'Exploration': 171, 'Beautiful': 166, 'Stealth': 137, 'Great Soundtrack': 136, 'Funny': 94, 'Atmospheric': 88, 'Sci-fi': 77, 'Multiplayer': 71, 'Sexual Content': 39}"
760,11337906,Factorio,ZA/UM,SCS Software,,21338,3446,0,"1,000,000 .. 2,000,000",0,0,0,0,128,251,0,"English, French, Italian, German, Spanish - Spain, Polish, Russian","Action, Free to Play, Indie",123,"{'Free to Play': 461, 'Tower Defense': 341, 'Multiplayer': 311, 'Strategy': 294, 'Action': 173, 'Competitive': 170, 'PvP': 149, 'Casual': 111, '2D': 103, 'Funny': 103, 'Co-op': 101, 'Family Friendly': 86, 'Massively Multiplayer': 74, 'Mod': 70, 'Singleplayer': 59, 'Building': 43, 'Difficult': 43, 'Sandbox': 35, 'Adventure': 33, 'Indie': 29}"
761,7933558,Assassin's Creed Syndicate,"CAPCOM Co., Ltd.",Blender Foundation,,45029,2518,0,"1,000,000 .. 2,000,000",0,0,0,0,80,74,0,"English, French, German, Russian, Spanish - Spain, Portuguese - Brazil","Action, Adventure, Casual, Free to Play, Indie, Massively Multiplayer, RPG",274,"{'Free to Play': 548, 'Multiplayer': 354, 'Massively Multiplayer': 222, 'Strategy': 201, '2D': 197, 'Survival': 169, 'Funny': 165, 'Casual': 137, 'Simulation': 125, 'Action': 108, 'PvP': 101, 'Online Co-Op': 99, 'Indie': 76, 'Co-op': 62, 'Family Friendly': 60, 'Difficult': 42, 'Singleplayer': 40, 'Adventure': 37, 'Comedy': 33, 'Illuminati': 28}"
762,16621912,Scribble It!,Asobo Studio,VALOFE,,18880,8163,0,"1,000,000 .. 2,000,000",0,0,0,0,5,8,1,"English, French, Spanish - Spain, Dutch, Portuguese - Portugal, Russian, Ukrainian, Italian, German, Japanese, Korean, Polish, Portuguese - Brazil, Simplified Chinese, Swedish, Thai, Traditional Chinese, Turkish, Afrikaans","Action, Free to Play, Massively Multiplayer, Strategy",905,"{'Indie': 469, 'Action': 449, 'Action Roguelike': 365, 'Pixel Graphics': 332, '2D': 250, 'Rogue-lite': 247, 'Rogue-like': 245, 'Singleplayer': 184, 'Platformer': 138, 'Metroidvania': 126, 'Difficult': 125, 'Side Scroller': 123, 'Adventure': 120, 'Hack and Slash': 119, 'Villain Protagonist': 115, 'Action-Adventure': 78, 'Story Rich': 68, 'Fantasy': 68, 'Cute': 56, 'Multiplayer': 44}"
763,863085,SCUM,Hopoo Games,"CAPCOM Co., Ltd.",,134,541,0,"1,000,000 .. 2,000,000",0,0,0,0,571,841,0,"English, French, Italian, German, Portuguese - Brazil, Spanish - Latin America","Action, Free to Play",0,"{'RPG': 403, 'Comedy': 366, 'Dark Humor': 342, 'Funny': 312, 'Superhero': 283, 'Singleplayer': 272, 'Mature': 263, 'Turn-Based': 233, 'Cartoon': 212, 'Memes': 205, 'Adventure': 193, 'Story Rich': 191, 'Nudity': 174, 'Open World': 157, 'Satire': 149, 'Action': 135, 'Sexual Content': 129, '2D': 127, 'Illuminati': 99, 'Atmospheric': 82}"
764,13883537,Magicka 2,Croteam,"Codemasters, Electronic Arts",,23720,34,0,"2,000,000 .. 5,000,000",0,0,0,0,258,273,0,"English, French, German, Spanish - Spain","Action, Free to Play",7,"{'Indie': 1926, 'Political': 1452, 'Simulation': 1202, 'Singleplayer': 1029, 'Point & Click': 1015, 'Pixel Graphics': 956, 'Dystopian ': 943, 'Multiple Endings': 671, 'Puzzle': 636, 'Story Rich': 582, 'Retro': 564, 'Atmospheric': 503, '2D': 474, 'Great Soundtrack': 407, 'Addictive': 399, 'Strategy': 385, 'Replay Value': 372, 'Casual': 357, 'Adventure': 327, 'Difficult': 318}"
765,7584055,NARAKA: BLADEPOINT,Mediatonic,"META Publishing, Owlcat Games",,5364,702,0,"500,000 .. 1,000,000",0,0,0,0,116,202,0,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Traditional Chinese, Russian, Simplified Chinese, Spanish - Latin America, Portuguese - Brazil","RPG, Strategy",2,"{'Action': 683, 'Cyberpunk': 632, 'Fast-Paced': 616, 'First-Person': 601, 'Difficult': 534, 'Swordplay': 521, 'Singleplayer': 519, 'Futuristic': 434, 'Violent': 418, 'Hack and Slash': 417, 'Sci-fi': 399, 'Great Soundtrack': 336, 'Action-Adventure': 330, 'Combat': 308, 'Adventure': 294, 'Fighting': 270, 'Post-apocalyptic': 268, 'Strategy': 232, 'Shooter': 226, 'Interactive Fiction': 188}"
766,16567769,Serena,Coffee Stain Studios,SEGA,,112031,7844,0,"2,000,000 .. 5,000,000",0,0,0,0,0,0,90,English,"Action, Indie",49,"{'Racing': 813, 'Automobile Sim': 155, 'Sports': 142, 'Simulation': 114, 'Driving': 94, 'Multiplayer': 85, 'Realistic': 71, 'Singleplayer': 56, 'Co-op': 24, 'Action': 15, 'First-Person': 15, 'Controller': 9}"
767,10257469,Life is Strange - Episode 1,KADOKAWA GAMES / GRASSHOPPER MANUFACTURE,Gaijin Distribution KFT,,28164,1942,0,"1,000,000 .. 2,000,000",0,0,0,0,1756,3667,0,"English, French, German, Spanish - Spain, Russian, Polish, Simplified Chinese","Adventure, Strategy",27157,"{'FPS': 9536, 'PvP': 8965, 'e-sports': 8956, 'Shooter': 8826, 'Multiplayer': 8825, 'Tactical': 8822, 'Competitive': 8808, 'Online Co-Op': 8804, 'Action': 8799, 'Hero Shooter': 8789, 'Team-Based': 5495, 'Military': 4852, 'War': 4807, 'Realistic': 4769, 'Destruction': 4767, 'Strategy': 4763, 'Co-op': 4753, 'First-Person': 4745, 'Difficult': 2008, '3D': 1808}"
768,12604790,Battlefield 1,Crowbar Collective,MY.GAMES,,50016,33363,0,"1,000,000 .. 2,000,000",0,0,0,0,18,23,0,"English, French, Italian, German, Spanish - Spain, Czech, Polish, Russian, Turkish","Indie, RPG",14125,"{'RPG': 245, 'Free to Play': 241, 'MMORPG': 232, 'Open World': 225, 'Multiplayer': 164, 'Sexual Content': 155, 'Massively Multiplayer': 149, 'Action': 147, 'Adventure': 120, 'Action RPG': 115, 'Third Person': 84, 'Fantasy': 81, 'PvP': 74, 'PvE': 74, 'Trading': 62, 'Character Customization': 58, 'Beautiful': 58, 'Co-op': 54, 'Singleplayer': 41, 'Controller': 34}"
769,3858491,Black Mesa,11 bit studios,Codebrush Games,,26809,12030,0,"1,000,000 .. 2,000,000",0,0,0,0,30,37,0,"English, German, Spanish - Spain, Polish, Russian, Turkish","Action, Indie",50,"{'Strategy': 104, 'Historical': 48, 'Grand Strategy': 11, 'RPG': 6}"
770,13823372,Project CARS 2,Red Barrels,tobyfox,,53534,7988,0,"1,000,000 .. 2,000,000",0,0,0,0,429,752,0,"English, French, Italian, German, Spanish - Spain, Polish, Russian, Portuguese - Brazil, Japanese, Simplified Chinese, Korean, Traditional Chinese","Action, RPG",9253,"{'Fighting': 1135, 'Action': 77, 'Multiplayer': 73, 'Sports': 70, 'Violent': 60, 'Massively Multiplayer': 58, 'Simulation': 43, 'Open World': 33, 'Free to Play': 28, 'PvP': 28, 'Early Access': 14, 'Co-op': 11, 'Indie': 8, 'Funny': 7, 'Character Customization': 7}"
771,9144375,Hollow Knight,City Interactive,"JumpStart Games, Inc.",,21012,317,0,"1,000,000 .. 2,000,000",0,0,0,0,537,969,0,"English, French, German, Italian, Spanish - Spain, Simplified Chinese","Action, Free to Play",2891,"{'Free to Play': 1831, 'Survival': 1390, 'Multiplayer': 1364, 'FPS': 1123, 'Post-apocalyptic': 967, 'Shooter': 963, 'Open World': 714, 'Action': 713, 'First-Person': 697, 'PvP': 585, 'Early Access': 523, 'Co-op': 482, 'Zombies': 449, 'Atmospheric': 413, 'Massively Multiplayer': 408, 'Crafting': 322, 'Adventure': 268, 'RPG': 251, 'Exploration': 238, 'Singleplayer': 152}"
772,11715360,This War of Mine,Monolith Productions,Activision,,29896,7817,0,"1,000,000 .. 2,000,000",0,0,0,0,452,793,1,"English, French, Italian, German, Spanish - Spain","Action, Free to Play",1,"{'Simulation': 154, 'Gore': 150, 'Co-op': 105, 'Indie': 103, 'Blood': 103, 'Comedy': 99, 'Multiplayer': 94, 'Funny': 94, 'First-Person': 79, 'Singleplayer': 59, 'Horror': 49, 'Physics': 44, 'Casual': 37, 'Action': 28, 'Dark Humor': 12, 'Psychological Horror': 12, 'Violent': 9, 'Sci-fi': 8, 'Sandbox': 8, 'Local Co-Op': 5}"
773,14974901,Sid Meier's Civilization: Beyond Earth,id Software,Playdead,,28802,3213,0,"1,000,000 .. 2,000,000",0,0,0,0,2,4,53,English,"Action, Adventure, Indie",3,"{'Warhammer 40K': 467, 'Strategy': 338, 'RTS': 332, 'Tactical': 180, 'Sci-fi': 165, 'Multiplayer': 163, 'Games Workshop': 134, 'Online Co-Op': 122, 'Co-op': 105, 'Singleplayer': 101, 'Real-Time': 98, 'Futuristic': 69, 'Gore': 59, 'RPG': 56, 'Action': 53, 'Fantasy': 47, 'Great Soundtrack': 45, 'Atmospheric': 33, 'Adventure': 23, 'Co-op Campaign': 13}"
